queryId,latency_ms
A15_Q001,92.269
A15_Q002,86.873
A15_Q003,86.169
A15_Q004,85.859
A15_Q005,133.729
A15_Q006,85.068
A15_Q007,86.787
A15_Q008,86.035
A15_Q009,85.601
A15_Q010,85.229
A15_Q011,88.391
A15_Q012,88.041
A15_Q013,155.009
A15_Q014,140.308
A15_Q015,138.885
A15_Q016,168.413
A15_Q017,166.161
A15_Q018,158.217
A15_Q019,140.787
A15_Q020,130.882
