queryId,latency_ms
A15_Q001,96.084
A15_Q002,110.598
A15_Q003,168.883
A15_Q004,121.555
A15_Q005,296.047
A15_Q006,94.010
A15_Q007,89.510
A15_Q008,86.319
A15_Q009,87.499
A15_Q010,138.884
A15_Q011,133.233
A15_Q012,91.402
A15_Q013,369.514
A15_Q014,294.059
A15_Q015,285.478
A15_Q016,328.540
A15_Q017,313.782
A15_Q018,314.947
A15_Q019,307.015
A15_Q020,294.081
